Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
mercedes-benz,A Class,32995.0,2022,1332.0,17659.0,Petrol Plugin Hybrid,Automatic,Blue,Hatchback,4X2,5.0,5.0,214.0,146.0,8.0,29.0,9,5,1,10,7,0
mercedes-benz,CLS Class,29499.0,2019,2925.0,38745.0,Diesel,Automatic,Blue,Coupe,4X4,4.0,5.0,281.0,155.0,5.7,156.0,0,16,1,10,4,1
mercedes-benz,GLA Class,29900.0,2021,1332.0,24583.0,Petrol,Automatic,Black,Hatchback,4X2,5.0,5.0,134.0,124.0,8.0,155.0,6,28,1,9,7,0
mercedes-benz,GLB Class,32400.0,2023,1332.0,80.0,Petrol,Automatic,Grey,SUV,4X2,5.0,7.0,161.0,129.0,9.1,163.0,6,29,1,33,13,0
mercedes-benz,A Class,16900.0,2019,1461.0,30541.0,Diesel,Automatic,Silver,Hatchback,4X2,5.0,5.0,114.0,126.0,10.5,108.0,0,5,1,73,7,0
mercedes-benz,GLA Class,19000.0,2019,1595.0,37080.0,Petrol,Automatic,White,SUV,4X2,5.0,5.0,121.0,124.0,8.7,144.0,6,28,1,80,13,0
mercedes-benz,C Class,19700.0,2020,1497.0,38489.0,Petrol,Automatic,White,Saloon,4X2,4.0,5.0,181.0,149.0,7.7,136.0,6,11,1,80,14,0
mercedes-benz,C Class,20900.0,2019,1950.0,47187.0,Diesel,Automatic,Red,Saloon,4X2,4.0,5.0,241.0,155.0,5.9,129.0,0,11,1,66,14,0
mercedes-benz,C Class,21900.0,2019,1950.0,32053.0,Diesel,Automatic,Black,Saloon,4X2,4.0,5.0,192.0,149.0,6.9,126.0,0,11,1,9,14,0
mercedes-benz,GLA Class,18000.0,2019,1595.0,35750.0,Petrol,Automatic,White,SUV,4X2,5.0,5.0,121.0,124.0,8.7,144.0,6,28,1,80,13,0
mercedes-benz,A Class,16600.0,2019,1332.0,35585.0,Petrol,Manual,White,Hatchback,4X2,5.0,5.0,161.0,140.0,8.2,136.0,6,5,2,80,7,0
